county,sub_county,Disease/ Condition,Number at Risk
Bomet,Bomet Central,Fatty Degeneration,0
Tana River,Bura,Pneumonia,1
Taita Taveta,Wundanyi,Pneumonia,0
Laikipia,Laikipia East,Lumpy Skin Disease (LSD),4
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),422
Nakuru,Bahati,Parvovirus,3
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),329
Nakuru,Bahati,Animal bites,2
Taita Taveta,Voi,Entritis,1
Marsabit,North Horr,Peste des Petit Ruminants (PPR),65
Tana River,Bura,Peste des Petit Ruminants (PPR),8
Tana River,Bura,Contagious Caprine Pleuropneumonia (CCPP),5
Tana River,Bura,Pneumonia,7
Laikipia,Laikipia East,East Coast Fever(ECF),20
Bomet,Bomet Central,Helminthiasis,0
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),4
Tana River,Bura,Pneumonia,7
Kitui,Mwingi North,Foot and Mouth Disease (FMD),250
Tana River,Bura,Helminthiasis,5
Kakamega,Ikolomani,Lumpy Skin Disease (LSD),3
Vihiga,Hamisi,Pink Eye,4
Makueni,Kibwezi West,Mange,0
Marsabit,Laisamis,Fowl Pox,10
Vihiga,Hamisi,Ruminal Tympany,3
Marsabit,Saku,Rabies,31
Vihiga,Hamisi,Helminthiasis,8
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),1
Taita Taveta,Wundanyi,Mastitis ,0
Marsabit,Saku,Pneumonia,8
Marsabit,Saku,Camel Abscess,6
Marsabit,Moyale,Peste des Petit Ruminants (PPR),52
Marsabit,Saku,Menge,22
Taita Taveta,Mwatate,East Coast Fever(ECF),2
Marsabit,Moyale,Helminthiasis,38
Kajiado,Kajiado East,Foot and Mouth Disease (FMD),83
Marsabit,Moyale,Pneumonia,34
Kwale,Kinango,Poisoning,10
Marsabit,Moyale,Peste des Petit Ruminants (PPR),68
Marsabit,Moyale,Brucellosis,62
Marsabit,Moyale,Brucellosis,57
Marsabit,Moyale,Pneumonia,43
Taita Taveta,Mwatate,Trypanosomiasis,4
Marsabit,Moyale,Brucellosis,39
Taita Taveta,Mwatate,Skin Infection,1
Marsabit,Moyale,Pneumonia,18
Taita Taveta,Mwatate,Myiasis,20
Marsabit,Moyale,Pneumonia,30
Marsabit,Moyale,Peste des Petit Ruminants (PPR),51
Taita Taveta,Mwatate,Grain Overload,4
Taita Taveta,Mwatate,Trypanosomiasis,4
Taita Taveta,Mwatate,Helminthiasis,2
Taita Taveta,Mwatate,Trypanosomiasis,16
Taita Taveta,Mwatate,Anaplasmosis,5
Marsabit,Moyale,Pneumonia,121
Kwale,Kinango,Poisoning,15
Bomet,Bomet Central,Pneumonia,0
Bomet,Bomet Central,Pneumonia,0
Nyamira,Kitutu Masaba,Foot and Mouth Disease (FMD),50
Samburu,Samburu West,Uterus Prolapse ,12
Taita Taveta,Mwatate,Trypanosomiasis,26
Samburu,Samburu West,Puncture Wound,16
Kitui,Kitui Rural,Contagious Caprine Pleuropneumonia (CCPP),31
Samburu,Samburu West,Wounds ,15
Taita Taveta,Taveta,Pneumonia,3
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Wundanyi,Mastitis ,1
Samburu,Samburu West,Goat Dystentry ,52
Samburu,Samburu West,Foot Rot,17
Marsabit,Laisamis,Rabies,7
Taita Taveta,Wundanyi,Anaplasmosis,2
Taita Taveta,Mwatate,RAB,0
Marsabit,Moyale,Milk fever,17
Marsabit,Moyale,Pneumonia,42
Kwale,Kinango,Helminthiasis,6
Kwale,Kinango,Heart Water,4
Kakamega,Lugari,Black Quarter,16
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),6
Kwale,Kinango,Helminthiasis,1
Kwale,Kinango,Septicemia ,34
Makueni,Mbooni,Poisoning,3
Kwale,Kinango,Foot and Mouth Disease (FMD),13
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Kwale,Kinango,Newcastle Disease (NCD),58
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Helminthiasis,0
Wajir,Tarbaj,Pneumonia,1000
Marsabit,Moyale,Helminthiasis ,0
Kwale,Kinango,Septicemia ,2
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),28
Taita Taveta,Taveta,Heart Water,5
Marsabit,Moyale,Helminthiasis,0
Marsabit,Moyale,Feline Dermatitis ,2
Makueni,Kaiti,Pneumonia,0
Kwale,Matuga,Trypanosomiasis,2
Makueni,Makueni,Foot and Mouth Disease (FMD),6
Kakamega,Malava,Helminthiasis,0
Taita Taveta,Taveta,Trypanosomiasis,12
Makueni,Kibwezi West,Helminthiasis,5
Laikipia,Laikipia West,East Coast Fever(ECF),4
Makueni,Makueni,Foot and Mouth Disease (FMD),1
Turkana,Turkana East,Contagious Caprine Pleuropneumonia (CCPP),58
Kwale,Matuga,No,20
Makueni,Kibwezi West,Helminthiasis,0
Taita Taveta,Voi,Coccidosis,50
Taita Taveta,Mwatate,Helminthiasis,2
Taita Taveta,Wundanyi,Mastitis ,0
Makueni,Makueni,Foot and Mouth Disease (FMD),0
Makueni,Makueni,Foot and Mouth Disease (FMD),0
Makueni,Kibwezi West,Contagious Caprine Pleuropneumonia (CCPP),14
Taita Taveta,Voi,Infectous Corryza,50
Kwale,Matuga,Fowl Pox,33
Taita Taveta,Mwatate,Helminthiasis,2
Kwale,Matuga,Helmenthesis ,32
Taita Taveta,Voi,0,75
Kwale,Matuga,Trypanosomiasis,1
Taita Taveta,Wundanyi,Hypocalcaemia,1
Makueni,Mbooni,Foot and Mouth Disease (FMD),3
Kwale,Matuga,Trypanosomiasis,5
Busia,Nambale,Helminthiasis,18
Kwale,Matuga,Trypanosomiasis,0
Makueni,Mbooni,Foot and Mouth Disease (FMD),2
Kajiado,Kajiado West,Sheep scab,42
Kwale,Kinango,Pneumonia,30
Makueni,Kibwezi West,Iron Deficiency ,0
Kwale,Msambweni,Trypanosomiasis,0
Kajiado,Kajiado Central,Leptospirosis,180
Kwale,Matuga,Helminthiasis,0
Narok,Narok South,East Coast Fever(ECF),14
Marsabit,Moyale,Helminthiasis,0
Kajiado,Kajiado West,Peste des Petit Ruminants (PPR),3
Kwale,Matuga,Pneumonia,1
Bomet,Bomet Central,Abscess,0
Makueni,Kibwezi West,Helminthiasis,1
Kakamega,Malava,Enterotoxaemia,2
Busia,Nambale,Injury ,8
Vihiga,Hamisi,Laceration,3
Makueni,Mbooni,Lumpy Skin Disease (LSD),5
Vihiga,Hamisi,Helminthiasis,0
Makueni,Makueni,Lumpy Skin Disease (LSD),5
Makueni,Makueni,Lumpy Skin Disease (LSD),5
Samburu,Samburu West,Footrot ,63
Taita Taveta,Wundanyi,Trypanosomiasis,2
Nakuru,Subukia,East Coast Fever(ECF),12
Taita Taveta,Voi,Trypanosomiasis,6
Kwale,Kinango,Helminthiasis,6
Busia,Teso South,Helminthiasis,5
Taita Taveta,Voi,Anaplasmosis,2
Tharaka-Nithi,Maara,Black Quarter,8
Kwale,Lungalunga,Rabies,3
Makueni,Kaiti,East Coast Fever(ECF),7
Samburu,Samburu West, 0,8
Samburu,Samburu West,Anaplasmosis,5
Tharaka-Nithi,Maara,Brucellosis,5
Makueni,Kaiti,Helminthiasis,0
Makueni,Kibwezi East,Trypanosomiasis,3
Bomet,Bomet Central,Helminthiasis,0
Makueni,Kibwezi East,East Coast Fever(ECF),5
Makueni,Kibwezi East,Helminthiasis,86
Makueni,Kibwezi East,Animal bites,10
Kakamega,Malava,Anaplasmosis,1
Makueni,Kilome,Anaplasmosis,9
Kajiado,Kajiado West,Contagious Caprine Pleuropneumonia (CCPP),20
Makueni,Kibwezi West,Premature Birth ,0
Makueni,Kilome,East Coast Fever(ECF),6
Makueni,Kibwezi West,Thorn Prick,0
Bomet,Bomet Central,Helminthiasis,0
Kitui,Kitui East,Peste des Petit Ruminants (PPR),40
Makueni,Kilome,Pneumonia,12
Lamu,Lamu West,Contagious Bovine Pleuropneumonia (CBPP),200
Makueni,Kibwezi East,Mange,4
Bomet,Bomet Central,Helminthiasis,0
Makueni,Kilome,Anaplasmosis,4
Makueni,Kilome,Pneumonia,7
Kajiado,Kajiado West,Contagious Caprine Pleuropneumonia (CCPP),700
Makueni,Kilome,Helminthiasis,18
Makueni,Kaiti,Pneumonia,0
Makueni,Kilome,Newcastle Disease (NCD),350
Kwale,Matuga,Anaplasmosis,6
Taita Taveta,Voi,Pneumonia,50
Kwale,Matuga,Anaplasmosis,5
Kwale,Matuga,Sheep Pox,15
Makueni,Kaiti,Sheep scab,0
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),2
Marsabit,Moyale,Contagious Caprine Pleuropneumonia (CCPP),2
Kwale,Matuga,Mange,13
Kwale,Kinango,Helminthiasis,2
Kwale,Matuga,Enterotoxaemia,10
Makueni,Kaiti,Helminthiasis,0
Vihiga,Sabatia,Anaplasmosis,1
West Pokot,Sigor,Trypanosomiasis,118
Kwale,Matuga,East Coast Fever(ECF),3
Vihiga,Sabatia,Mastitis,0
Lamu,Lamu West,Lumpy Skin Disease (LSD),30
Kakamega,Matungu,Lumpy Skin Disease (LSD),8
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),1
Makueni,Kilome,Pneumonia,8
Makueni,Kilome,Anaplasmosis,6
West Pokot,Kapenguria,Rift Valley Fever (RVF),118
Makueni,Kilome,Heart Water,5
Narok,Narok South,Animal bites,15
Kwale,Kinango,Mastitis ,2
Nakuru,Bahati,Contagious Caprine Pleuropneumonia (CCPP),0
Makueni,Kaiti,Eye Infection ,0
Makueni,Kilome,Trypanosomiasis,8
Makueni,Kilome,Anaplasmosis,12
Kwale,Kinango,Metal Cut Wound,2
Makueni,Kibwezi West,Animal bites,1
Makueni,Kaiti,Helminthiasis,0
Busia,Nambale,Trypanosomiasis,3
Kwale,Kinango,Salmonellosis,0
Makueni,Kilome,Pneumonia,14
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),15
Trans Nzoia,Kiminini,Hydatidosis ,0
Kwale,Matuga,Helminthiasis,12
Turkana,Turkana West,Contagious Caprine Pleuropneumonia (CCPP),357
Kwale,Matuga,Pneumonia,14
Tharaka-Nithi,Maara,Goat Pox,2
Taita Taveta,Mwatate,Trypanosomiasis,1
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),3
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),1
Makueni,Kibwezi West,Contagious Caprine Pleuropneumonia (CCPP),4
Taita Taveta,Mwatate,Pneumonia,1
Taita Taveta,Wundanyi,Enteritis ,0
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),1
Tharaka-Nithi,Maara,Lumpy Skin Disease (LSD),0
Taita Taveta,Taveta,Trypanosomiasis,12
Samburu,Samburu West,East Coast Fever(ECF),17
Taita Taveta,Mwatate,Mastitis ,0
Taita Taveta,Mwatate,Trypanosomiasis,1
Taita Taveta,Mwatate,Black Quarter,3
Siaya,Gem,Helminthiasis,7
Makueni,Kaiti,Helminthiasis,0
Marsabit,Saku,Dystocia,0
Vihiga,Hamisi,Newcastle Disease (NCD),250
Vihiga,Hamisi,Heartwater,5
Vihiga,Hamisi,Menges,4
Vihiga,Hamisi,East Coast Fever(ECF),1
Vihiga,Hamisi,Helminthiasis,5
Vihiga,Hamisi,Helminthiasis,2
Vihiga,Hamisi,Helminthiasis,0
Vihiga,Hamisi,Pneumonia,6
Vihiga,Hamisi,Diamond ,0
Vihiga,Hamisi,Helminthiasis,0
Busia,Matayos,Helminthiasis,6
Vihiga,Hamisi,Pneumonia,3
Vihiga,Hamisi,Helminthiasis,1
Vihiga,Hamisi,Helminthiasis,4
Vihiga,Hamisi,Pink Eye,3
Vihiga,Hamisi,Pneumonia,2
Vihiga,Hamisi,Photosensitization,1
Vihiga,Hamisi,Pneumonia,6
Vihiga,Hamisi,Anaplasmosis,3
Busia,Teso South,Stomach Enteritis,3
Vihiga,Hamisi,Helminthiasis,7
Vihiga,Hamisi,Pneumonia,5
Vihiga,Hamisi,Poisoning,0
Vihiga,Hamisi,Helminthiasis,0
Marsabit,North Horr,Trypanosomiasis,25
Vihiga,Hamisi,Coccidosis,16
Vihiga,Hamisi,Helminthiasis,0
Vihiga,Hamisi,Ringworms,7
Vihiga,Hamisi,Helminthiasis,6
Marsabit,North Horr,Peste des Petit Ruminants (PPR),240
Vihiga,Hamisi,Helminthiasis,7
Marsabit,North Horr,Contagious Caprine Pleuropneumonia (CCPP),9
Vihiga,Hamisi,Anaplasmosis,4
Marsabit,Saku,Brucellosis,5
Marsabit,North Horr,Trypanosomiasis,25
Elgeyo/Marakwet,Marakwet East,East Coast Fever(ECF),10
Marsabit,Saku,Contagious Caprine Pleuropneumonia (CCPP),2
Samburu,Samburu West,Bluetongue ,63
Elgeyo/Marakwet,Marakwet East,Mange Infestation ,80
Samburu,Samburu North,Peste des Petit Ruminants (PPR),138
Marsabit,North Horr,Wound,10
Samburu,Samburu West, Footrot ,121
Samburu,Samburu West,Peste des Petit Ruminants (PPR),48
Samburu,Samburu North,Worms Infestation ,0
Samburu,Samburu West,Helminthiasis,123
Samburu,Samburu West,Peste des Petit Ruminants (PPR),57
Samburu,Samburu North,Foot and Mouth Disease (FMD),43
Samburu,Samburu North,Peste des Petit Ruminants (PPR),0
Samburu,Samburu West,Bluetongue ,86
Samburu,Samburu North,Contagious Caprine Pleuropneumonia (CCPP),87
Samburu,Samburu North,Camel Pox,0
Samburu,Samburu West,Contagious Skin Necrosis ,6
Samburu,Samburu North,Contagious Caprine Pleuropneumonia (CCPP),79
Samburu,Samburu West,Animal bites,3
Laikipia,Laikipia North,Peste des Petit Ruminants (PPR),230
Samburu,Samburu North,Parvovirus,3
Samburu,Samburu West,Sodium Selenite Hypersensitivity ,0
Makueni,Kibwezi West,Contagious Caprine Pleuropneumonia (CCPP),0
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),4
Samburu,Samburu North,East Coast Fever(ECF),13
Makueni,Kibwezi West,Pneumonia,0
Samburu,Samburu West,East Coast Fever(ECF),3
Samburu,Samburu West,Hemonchosis,93
Makueni,Kibwezi West,Fowl Pox,320
Makueni,Kibwezi West,Abscess ,0
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),3
Makueni,Kibwezi West,Pneumonia,1
Makueni,Kibwezi West,Abscess,1
Makueni,Kibwezi West,Newcastle Disease (NCD),50
Makueni,Kibwezi West,Helminthiasis,1
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),20
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),20
Makueni,Kibwezi West,Mange,1
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),3
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Kibwezi West,Prolapse ,1
Makueni,Kibwezi West,Pneumonia,1
Makueni,Kibwezi West,Pneumonia,12
Makueni,Kibwezi West,Pneumonia,0
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),300
Makueni,Kibwezi West,Helminthiasis,7
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),250
Makueni,Kibwezi West,Pneumonia,0
Makueni,Kibwezi West,Newcastle Disease (NCD),80
Makueni,Kibwezi West,Helminthiasis,1
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),290
Makueni,Kibwezi West,Pneumonia,0
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),290
Makueni,Kibwezi West,Foot and Mouth Disease (FMD),10
Makueni,Kibwezi West,Helminthiasis,1
Kitui,Mwingi North,Anaplasmosis,2
Makueni,Kibwezi West,Helminthiasis,0
Tana River,Bura,Black Quarter,250
Samburu,Samburu West,Bacterial Diarrhea ,21
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),251
Turkana,Turkana West,Heart Water,56
Turkana,Turkana West,Enterotoxaemia,121
Makueni,Kilome,Lumpy Skin Disease (LSD),2
Turkana,Turkana West,Enterotoxaemia,95
Turkana,Turkana West,Trypanosomiasis,43
Makueni,Kilome,Anaplasmosis,3
Makueni,Kilome,Animal bites,8
Makueni,Kilome,Anaplasmosis,1
Makueni,Kilome,Animal bites,16
Turkana,Turkana West,Camel Mange,41
Turkana,Turkana West,Helminthiasis,75
Turkana,Turkana West,Orf,96
Turkana,Turkana West,Contagious Caprine Pleuropneumonia (CCPP),123
Turkana,Turkana West,Orf,85
Makueni,Kilome,Anaplasmosis,2
Makueni,Kaiti,Lumpy Skin Disease (LSD),0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Mbooni,Post Parturient Treatment ,1
Makueni,Kaiti,Pneumonia,1
Makueni,Mbooni,Foot and Mouth Disease (FMD),11
Makueni,Kaiti,Helminthiasis,0
Makueni,Mbooni,Pneumonia,4
Makueni,Mbooni,Routine Check Up,25
Makueni,Kaiti,Helminthiasis,0
Makueni,Mbooni,Heat Synchronization ,0
Makueni,Mbooni, 0,10
Makueni,Kaiti,Helminthiasis,8
Makueni,Mbooni,Mange,10
Makueni,Mbooni,Lumpy Skin Disease (LSD),2
Makueni,Makueni,Foot and Mouth Disease (FMD),17
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,3
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Syphilis ,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Mombasa,Kisauni,Lumpy Skin Disease (LSD),7
Makueni,Mbooni,Helminthiasis,7
Makueni,Kibwezi East,Trypanosomiasis,3
Makueni,Makueni,Helminthiasis,2
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Kaiti,Helminthiasis,0
Makueni,Mbooni,Pneumonia,6
Makueni,Kilome,Contagious Bovine Pleuropneumonia (CBPP),2
Makueni,Kilome,Helminthiasis,10
Makueni,Mbooni,Helminthiasis,6
Makueni,Mbooni,Pneumonia,6
Makueni,Mbooni,Pneumonia,7
Makueni,Mbooni,Pneumonia,3
Makueni,Mbooni,Pneumonia,4
Makueni,Mbooni,Heart Water,4
Makueni,Mbooni,Pneumonia,5
Makueni,Mbooni,Anaplasmosis,4
Makueni,Mbooni,Helminthiasis,12
Makueni,Kilome,Anaplasmosis,6
Makueni,Mbooni,Anaplasmosis,8
Makueni,Mbooni,East Coast Fever(ECF),6
Makueni,Mbooni,Newcastle Disease (NCD),530
Makueni,Kilome,Helminthiasis,8
Makueni,Kilome,Pneumonia,11
Makueni,Mbooni,Heart Water,3
Makueni,Mbooni,Anaplasmosis,3
Makueni,Mbooni,Anaplasmosis,4
Makueni,Kilome,Helminthiasis,25
Makueni,Kibwezi West,Myiasis ,0
Makueni,Kilome,Myopericarditis ,6
Makueni,Kilome,East Coast Fever(ECF),3
Makueni,Kibwezi West,Trypanosomiasis,1
Makueni,Kilome,East Coast Fever(ECF),2
Makueni,Kilome,East Coast Fever(ECF),2
Makueni,Kilome,Heart Water,70
Makueni,Kibwezi West,Anaemia,8
Makueni,Makueni,Foot and Mouth Disease (FMD),4
Makueni,Kilome,Lumpy Skin Disease (LSD),10
Makueni,Kibwezi West,Helminthiasis,4
Makueni,Makueni,Coccidosis,1500
Makueni,Makueni,Foot and Mouth Disease (FMD),5
Makueni,Makueni,Helminthiasis,15
Makueni,Makueni,Haemorrhagic Septicemia ,50
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Makueni,Calving,5
Makueni,Kibwezi West,Helminthiasis,5
Makueni,Kibwezi West,Anaplasmosis,4
Makueni,Kibwezi West,0,5
Makueni,Kilome,Foot and Mouth Disease (FMD),0
Makueni,Kibwezi West,Infectious Bronchitis,20
Makueni,Makueni,Hoof Trimming ,0
Makueni,Kibwezi West,Clinical Mastitis ,3
Makueni,Kibwezi West,Helminthiasis,0
Makueni,Kilome,East Coast Fever(ECF),2
Makueni,Kibwezi West,Helminthiasis,10
Makueni,Kibwezi West,Contagious Bovine Pleuropneumonia (CBPP),419
Tharaka-Nithi,Tharaka,Foot and Mouth Disease (FMD),18
Kakamega,Butere,East Coast Fever(ECF),3
Kakamega,Butere,Anaplasmosis,5
Makueni,Kibwezi West,Pneumonia,0
Makueni,Kibwezi West,Lumpy Skin Disease (LSD),300
Makueni,Kibwezi West,Anaplasmosis,1
Tharaka-Nithi,Tharaka,Lumpy Skin Disease (LSD),3
Makueni,Kibwezi West,Canine Distemper (CD),4
Kakamega,Butere,Poisoning,3
Kakamega,Butere,Dermatomycosis,5
Kwale,Kinango,Helminthiasis,7
Kakamega,Butere,Mastitis ,3
Makueni,Makueni,Lumpy Skin Disease (LSD),5
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),6
Kakamega,Butere,Mastitis ,3
Kakamega,Butere,Warts,2
Kwale,Kinango,Heart Water,9
Kakamega,Butere,Warts,3
Kwale,Kinango,Helminthiasis,9
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),18
Kwale,Kinango,Newcastle Disease (NCD),60
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),7
Kwale,Kinango,Helminthiasis,5
Kwale,Kinango,Helminthiasis,18
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),71
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),12
Kwale,Kinango,Heart Water,11
Kwale,Kinango,Scepticaemia,5
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),6
Kwale,Kinango,Mange,2
Kwale,Kinango,Mange,2
Kwale,Kinango,Helminthiasis,14
Kwale,Kinango,Helminthiasis,21
Kwale,Kinango,Coccidosis,96
Kwale,Kinango,Coccidosis,62
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),8
Kwale,Kinango,Helminthiasis,18
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),15
Kwale,Kinango,Helminthiasis,5
Kwale,Kinango,Heart Water,31
Kwale,Matuga,Pneumonia,4
Kwale,Kinango,Infectious Bronchitis,60
Kwale,Matuga,Helminthiasis,6
Kwale,Kinango,Helminthiasis,18
Kwale,Kinango,Pneumonia,11
Kwale,Kinango,Pneumonia,16
Kwale,Kinango,Helminthiasis,8
Kwale,Msambweni,Canine Distemper (CD),2
Kwale,Msambweni,Lumpy Skin Disease (LSD),2
Marsabit,Saku,Mange,8
Kwale,Msambweni,Ticks Infestation,5
Kwale,Msambweni,Trypanosomiasis,5
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),26
Marsabit,Saku,Rabies,50
Marsabit,Saku,Helminthiasis,19
Marsabit,Laisamis,Trypanosomiasis,5
Marsabit,Laisamis,Foot and Mouth Disease (FMD),3
Marsabit,Laisamis,Vaginal Prolapse ,1
Marsabit,Laisamis,Contagious Caprine Pleuropneumonia (CCPP),12
Marsabit,Laisamis,Fowl Pox,5
Vihiga,Hamisi,East Coast Fever(ECF),3
Marsabit,Laisamis,Brucellosis,5
Vihiga,Hamisi,Infertility  Disease,1
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),8
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Samburu,Samburu East,Peste des Petit Ruminants (PPR),23
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),9
Vihiga,Vihiga,0,0
Kakamega,Lugari,East Coast Fever(ECF),6
Kakamega,Lugari,East Coast Fever(ECF),6
Makueni,Kibwezi West,Anaplasmosis,2
Samburu,Samburu West,Sheep Pox,10
Kwale,Kinango,Infectious Bronchitis,35
Vihiga,Vihiga,Mastitis ,0
Makueni,Mbooni,Foot and Mouth Disease (FMD),3
Kakamega,Lugari,Rabies,2
Vihiga,Vihiga,Enterotoxaemia,0
Marsabit,North Horr,Peste des Petit Ruminants (PPR),29
Kwale,Kinango,Helminthiasis,2
Marsabit,North Horr,Trypanosomiasis,5
Taita Taveta,Voi,Foot and Mouth Disease (FMD),15
Samburu,Samburu West,Pneumonia,41
Kwale,Kinango,Helminthiasis,15
Marsabit,North Horr,Peste des Petit Ruminants (PPR),46
Kwale,Kinango,Helminthiasis,19
Samburu,Samburu West,Pneumonia,141
Kwale,Kinango,Heart Water,20
Marsabit,North Horr,Peste des Petit Ruminants (PPR),15
Marsabit,North Horr,Peste des Petit Ruminants (PPR),45
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),11
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),9
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),52
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),26
Kwale,Kinango,Trypanosomiasis,9
Kwale,Kinango,Septicemia ,6
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),24
Makueni,Makueni,Lumpy Skin Disease (LSD),15
Lamu,Lamu West,Contagious Caprine Pleuropneumonia (CCPP),300
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),13
Taita Taveta,Wundanyi,Anaplasmosis,1
Makueni,Makueni,Lumpy Skin Disease (LSD),1
Kwale,Kinango, ,25
Kwale,Kinango,Newcastle Disease (NCD),300
Kwale,Kinango,Heart Water,20
Taita Taveta,Wundanyi,East Coast Fever(ECF),3
West Pokot,Pokot South,Peste des Petit Ruminants (PPR),34
Taita Taveta,Wundanyi,Anaplasmosis,1
Kwale,Kinango,Anaplasmosis,7
Makueni,Makueni,Lumpy Skin Disease (LSD),2
Kwale,Kinango,Contagious Caprine Pleuropneumonia (CCPP),20
Taita Taveta,Wundanyi,Coccidosis,50
Makueni,Makueni,Rabies,0
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Taita Taveta,Wundanyi,East Coast Fever(ECF),2
Kwale,Kinango,Helminthiasis,20
Kwale,Matuga,East Coast Fever(ECF),3
Taita Taveta,Mwatate,Anaplasmosis,0
Taita Taveta,Mwatate,East Coast Fever(ECF),2
Kakamega,Ikolomani,Rabies,5
Taita Taveta,Mwatate,East Coast Fever(ECF),1
Kakamega,Ikolomani,Rabies,1
Taita Taveta,Mwatate,GIT Infection,23
Taita Taveta,Mwatate,East Coast Fever(ECF),3
Taita Taveta,Mwatate,Pneumonia,3
Samburu,Samburu West,Diarrhoea ,83
Taita Taveta,Mwatate,Trypanosomiasis,4
Taita Taveta,Mwatate,Trypanosomiasis,2
Taita Taveta,Mwatate,Uterine Infection,0
Taita Taveta,Mwatate,Pneumonia,2
Taita Taveta,Mwatate,Acute Trypanosomiasis,2
Samburu,Samburu West,Helminthiasis,12
Taita Taveta,Mwatate,Abscess,2
Taita Taveta,Mwatate,Trypanosomiasis,0
Bungoma,Kanduyi,East Coast Fever(ECF),5
Taita Taveta,Voi,Trypanosomiasis,2
Taita Taveta,Mwatate,East Coast Fever(ECF),1
Makueni,Kibwezi East,Trypanosomiasis,2
Samburu,Samburu West,Helminthiasis,9
Kwale,Matuga,No,6
Kwale,Matuga,Pneumonia,0
Siaya,Bondo,Foot and Mouth Disease (FMD),15
Siaya,Bondo,Lumpy Skin Disease (LSD),2
Kwale,Matuga,Pneumonia,2
Kwale,Matuga,Pneumonia,0
Samburu,Samburu West,Helminthiasis,0
Kwale,Matuga,Poisoning,5
Kwale,Matuga,Trypanosomiasis,0
Samburu,Samburu West,Parvovirus,1
Kwale,Matuga,Pneumonia,3
Kwale,Matuga,Pneumonia,2
Kakamega,Ikolomani,Anaplasmosis,3
Kwale,Matuga,Pneumonia And Mange,3
Kwale,Matuga,Pneumonia,0
Nyandarua,Ol Kalou,Non,8
