county,Disease_Condition,Species_Affected,Nature_of_Diagnosis,Production_System,Start_Outbreak_Event,Report_Date,Total_Number_Sick,Total_Vaccinated,Total_Number_Risk
Busia,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-06-03,2024-06-03,1,0,3
Busia,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-11,2024-08-11,1,2,2
Busia,East Coast Fever(ECF),Cattle,Clinical,Intensive,2024-08-26,2024-08-26,1,0,5
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-14,2024-01-03,4,0,67
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-14,2024-01-05,1,0,3
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-24,2024-01-04,2,0,300
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-27,2024-01-06,1,0,0
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-01-05,2024-01-05,1,0,5
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-11-22,2024-11-22,1,0,2
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-12-03,2024-12-03,1,0,6
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-01,2024-02-01,1,0,1
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-16,2024-02-16,1,0,1
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-02-23,2024-02-23,1,0,1
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-03-28,2024-03-28,2,0,5
Busia,East Coast Fever(ECF),Cattle,Clinical,Mixed,2024-08-24,2024-08-24,1,3,3
Busia,East Coast Fever(ECF),Cattle,Laboratory,Extensive,2024-04-12,2024-04-12,1,0,4
Busia,East Coast Fever(ECF),Cattle,Laboratory,Extensive,2024-04-17,2024-04-17,1,0,5
Busia,East Coast Fever(ECF),Cattle,Laboratory,Extensive,2024-04-22,2024-04-22,1,0,6
Busia,East Coast Fever(ECF),Cattle,Laboratory,Extensive,2024-04-29,2024-04-29,1,0,8
Busia,East Coast Fever(ECF),Cattle,Laboratory,Mixed,2024-04-24,2024-04-24,1,0,12
Busia,Enterotoxaemia,Cattle,Clinical,Extensive,2024-01-14,2024-01-06,1,0,0
Busia,Enterotoxaemia,Cattle,Clinical,Extensive,2024-03-16,2024-03-16,1,0,4
Busia,Enterotoxaemia,Cattle,Clinical,Intensive,2024-02-24,2024-02-24,3,0,4
Busia,Enterotoxaemia,Goats,Clinical,Extensive,2024-06-22,2024-06-22,2,0,4
Busia,Enterotoxaemia,Goats,Clinical,Extensive,2024-07-23,2024-07-23,3,0,8
Busia,Enterotoxaemia,Goats,Clinical,Intensive,2024-08-16,2024-08-16,4,0,5
Busia,Enterotoxaemia,Goats,Clinical,Mixed,2024-12-18,2024-12-18,3,0,5
Busia,Enterotoxaemia,Pigs,Clinical,Intensive,2024-07-12,2024-07-12,3,0,4
Busia,Enterotoxaemia,Sheep,Clinical,Intensive,2024-12-07,2024-12-07,2,0,6
Busia,Enterotoxaemia,Sheep,Clinical,Intensive,2024-05-20,2024-05-20,2,0,3
Busia,Enterotoxaemia,Sheep,Clinical,Intensive,2024-08-09,2024-08-09,4,0,38
Busia,Food Poisoming,Chicken,Clinical,Intensive,2024-07-01,2024-07-01,11,0,28
Busia,Foot Rot,Cattle,Clinical,Extensive,2024-05-17,2024-05-17,1,0,3
Busia,Foot Rot,Pigs,Clinical,Intensive,2024-01-04,2024-01-05,1,0,5
Busia,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-02-17,2024-02-17,1,0,5
Busia,Foot and Mouth Disease (FMD),Cattle,Clinical,Extensive,2024-05-01,2024-05-01,1,0,11
Busia,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-02-12,2024-02-12,8,0,24
Busia,Foot and Mouth Disease (FMD),Cattle,Clinical,Mixed,2024-07-24,2024-07-24,2,0,4
Busia,Fowl Pox,Chicken,Clinical,Extensive,2024-06-10,2024-06-10,6,0,41
Busia,Fowl Pox,Chicken,Clinical,Extensive,2024-06-22,2024-06-22,12,0,47
Busia,Fowl Pox,Chicken,Clinical,Intensive,2024-02-28,2024-02-28,42,0,480
Busia,Fowl Pox,Chicken,Clinical,Mixed,2024-03-11,2024-03-11,9,0,56
Busia,Fowl Typhoid,Chicken,Clinical,Extensive,2024-01-16,2024-01-01,2,0,15
Busia,Fowl Typoid,Chicken,Clinical,Extensive,2024-01-22,2024-01-04,14,0,33
Busia,Heart Water,Cattle,Clinical,Extensive,2024-02-18,2024-02-18,1,0,6
Busia,Heart Water,Cattle,Clinical,Extensive,2024-03-31,2024-03-31,1,0,9
Busia,Heart Water,Cattle,Clinical,Extensive,2024-05-30,2024-05-30,1,0,3
Busia,Heart Water,Cattle,Clinical,Extensive,2024-08-31,2024-08-31,1,0,2
Busia,Heart Water,Cattle,Clinical,Intensive,2024-02-07,2024-02-07,1,0,5
Busia,Heart Water,Cattle,Clinical,Intensive,2024-03-13,2024-03-13,2,0,3
Busia,Heart Water,Cattle,Clinical,Mixed,2024-12-13,2024-12-13,1,0,2
Busia,Heart Water,Cattle,Clinical,Mixed,2024-02-16,2024-02-16,1,0,2
Busia,Heart Water,Cattle,Clinical,Mixed,2024-02-07,2024-02-07,1,0,6
Busia,Helminthiasis,Cattle,Clinical,,2024-03-09,2024-03-09,14,0,38
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-01-29,2024-01-07,2,0,4
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-02-10,2024-02-10,4,0,4
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-02-25,2024-02-25,1,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-02-03,2024-02-03,3,0,7
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-02-09,2024-02-09,11,0,11
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-03-31,2024-03-31,10,0,10
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-03-04,2024-03-04,18,0,5
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-03-08,2024-03-08,3,0,5
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-04-09,2024-04-09,11,0,11
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-05-20,2024-05-20,1,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-05-31,2024-05-31,6,0,6
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-05-04,2024-05-04,8,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-05-09,2024-05-09,3,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-06-22,2024-06-22,2,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-06-08,2024-06-08,11,0,11
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-07-12,2024-07-12,11,0,3
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-07-26,2024-07-26,3,0,5
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-08-13,2024-08-13,1,5,5
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-08-21,2024-08-21,5,0,5
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-08-29,2024-08-29,6,0,6
Busia,Helminthiasis,Cattle,Clinical,Extensive,2024-09-14,2024-09-14,5,0,6
Busia,Helminthiasis,Cattle,Clinical,Intensive,2024-01-24,2024-01-05,1,0,17
Busia,Helminthiasis,Cattle,Clinical,Intensive,2024-01-25,2024-01-06,2,0,0
Busia,Helminthiasis,Cattle,Clinical,Intensive,2024-04-12,2024-04-12,8,0,8
Busia,Helminthiasis,Cattle,Clinical,Intensive,2024-08-20,2024-08-20,18,18,18
Busia,Helminthiasis,Cattle,Clinical,Mixed,2024-01-12,2024-01-06,2,0,4
Busia,Helminthiasis,Cattle,Clinical,Mixed,2024-01-30,2024-01-08,2,0,2
Busia,Helminthiasis,Cattle,Clinical,Mixed,2024-01-04,2024-01-05,1,0,3
Busia,Helminthiasis,Cattle,Clinical,Mixed,2024-04-24,2024-04-24,10,0,10
Busia,Helminthiasis,Cattle,Clinical,Mixed,2024-07-23,2024-07-23,2,0,2
Busia,Helminthiasis,Cattle,Laboratory,Extensive,2024-04-10,2024-04-10,1,0,2
Busia,Helminthiasis,Cattle,Laboratory,Extensive,2024-04-17,2024-04-17,1,0,10
Busia,Helminthiasis,Cattle,Laboratory,Extensive,2024-04-22,2024-04-22,1,0,3
Busia,Helminthiasis,Cattle,Laboratory,Intensive,2024-04-19,2024-04-19,1,0,7
Busia,Helminthiasis,Cattle,Post Mortem,,2024-12-22,2024-12-22,3,0,6
Busia,Helminthiasis,Dogs,Clinical,Intensive,2024-07-09,2024-07-09,1,0,7
Busia,Helminthiasis,Donkey,Clinical,Extensive,2024-01-02,2024-01-05,3,0,3
Busia,Helminthiasis,Goats,Clinical,,2024-05-22,2024-05-22,7,0,51
Busia,Helminthiasis,Goats,Clinical,Extensive,2024-01-16,2024-01-02,2,0,4
Busia,Helminthiasis,Goats,Clinical,Extensive,2024-02-25,2024-02-25,7,0,0
Busia,Helminthiasis,Goats,Clinical,Extensive,2024-07-04,2024-07-04,2,0,5
Busia,Helminthiasis,Goats,Clinical,Extensive,2024-07-07,2024-07-07,3,0,3
Busia,Helminthiasis,Goats,Clinical,Mixed,2024-01-05,2024-01-04,1,0,2
Busia,Helminthiasis,Goats,Clinical,Mixed,2024-02-14,2024-02-14,2,0,10
Busia,Helminthiasis,Goats,Clinical,Mixed,2024-08-13,2024-08-13,27,0,41
Busia,Helminthiasis,Goats,Post Mortem,,2024-01-04,2024-01-05,1,0,0
Busia,Helminthiasis,Goats,Post Mortem,,2024-02-16,2024-02-16,1,0,4
Busia,Helminthiasis,Sheep,Clinical,,2024-02-03,2024-02-03,5,0,12
Busia,Helminthiasis,Sheep,Clinical,Extensive,2024-01-17,2024-01-05,3,0,18
Busia,Helminthiasis,Sheep,Clinical,Intensive,2024-04-22,2024-04-22,21,0,10
Busia,Helminthiasis,Sheep,Clinical,Intensive,2024-07-13,2024-07-13,23,0,29
Busia,Helminthiasis,Sheep,Clinical,Intensive,2024-07-28,2024-07-28,29,0,11
Busia,Helminthiasis,Sheep,Post Mortem,,2024-01-01,2024-01-05,1,0,0
Busia,Injury,Cattle,Clinical,Mixed,2024-08-21,2024-08-21,3,0,8
Busia,Keratoconjutivitis,Goats,Clinical,Extensive,2024-08-13,2024-08-13,9,0,42
Busia,Ketosis,Cattle,Clinical,Mixed,2024-02-09,2024-02-09,2,0,3
Busia,Ketosis/Enterotoxaemia,Cattle,Clinical,Intensive,2024-11-21,2024-11-21,1,0,3
Busia,Lameness,Sheep,Clinical,Extensive,2024-07-04,2024-07-04,3,0,9
Busia,Leptospirosis,Cattle,Clinical,Extensive,2024-01-30,2024-01-02,1,0,30
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-02-13,2024-02-13,8,0,144
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-02-02,2024-02-02,18,0,111
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-02-07,2024-02-07,9,0,78
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-03-30,2024-03-30,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-03-06,2024-03-06,13,0,48
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-04-17,2024-04-17,15,0,56
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-05-22,2024-05-22,10,0,151
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-05-25,2024-05-25,13,0,118
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-06-10,2024-06-10,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-06-29,2024-06-29,11,0,114
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-06-05,2024-06-05,6,0,116
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,,2024-08-25,2024-08-25,8,0,151
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-01-19,2024-01-06,1,0,2
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-01,2024-02-01,1,0,5
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-12,2024-02-12,5,0,17
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-18,2024-02-18,2,0,4
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-19,2024-02-19,1,0,9
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-20,2024-02-20,12,0,49
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-21,2024-02-21,19,0,21
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-29,2024-02-29,2,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-04,2024-02-04,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-07,2024-02-07,1,0,6
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-02-08,2024-02-08,1,0,8
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-03-02,2024-03-02,1,0,8
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-03-31,2024-03-31,4,0,18
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-05-10,2024-05-10,2,0,10
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-05-11,2024-05-11,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-05-20,2024-05-20,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-05-08,2024-05-08,2,0,10
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-06-05,2024-06-05,2,0,0
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Extensive,2024-07-07,2024-07-07,1,0,1
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-01-14,2024-01-06,1,0,2
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-02-11,2024-02-11,3,5,9
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-02-22,2024-02-22,1,0,1
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-02-08,2024-02-08,4,0,9
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-03-27,2024-03-27,4,0,8
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-06-12,2024-06-12,3,0,7
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Intensive,2024-06-17,2024-06-17,1,0,6
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-12-30,2024-12-30,1,0,1
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-02-02,2024-02-02,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-03-20,2024-03-20,3,0,17
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-05-13,2024-05-13,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-05-29,2024-05-29,2,0,7
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-07-04,2024-07-04,1,0,5
Busia,Lumpy Skin Disease (LSD),Cattle,Clinical,Mixed,2024-08-06,2024-08-06,1,0,5
Busia,Lumpy Skin Disease (LSD),Cattle,Post Mortem,,2024-03-20,2024-03-20,1,0,3
Busia,Lumpy Skin Disease (LSD),Cattle,Post Mortem,,2024-06-28,2024-06-28,1,0,6
Busia,Lumpy Skin Disease (LSD),Cattle,Post Mortem,,2024-07-01,2024-07-01,1,0,3
Busia,Mange,Cattle,Clinical,Extensive,2024-07-15,2024-07-15,1,0,12
Busia,Mange,Cattle,Clinical,Mixed,2024-12-05,2024-12-05,8,0,14
Busia,Mange,Dogs,Clinical,Intensive,2024-01-08,2024-01-03,2,0,3
Busia,Mange,Dogs,Clinical,Intensive,2024-11-23,2024-11-23,1,0,4
Busia,Mange,Dogs,Clinical,Intensive,2024-11-25,2024-11-25,1,0,3
Busia,Mange,Dogs,Clinical,Mixed,2024-01-06,2024-01-04,1,0,5
Busia,Mastitis,Cattle,Clinical,Extensive,2024-02-20,2024-02-20,1,0,3
Busia,Mastitis,Cattle,Clinical,Extensive,2024-06-10,2024-06-10,1,0,6
Busia,Mastitis,Cattle,Clinical,Intensive,2024-08-07,2024-08-07,1,0,3
Busia,Mastitis,Cattle,Clinical,Mixed,2024-02-14,2024-02-14,1,0,2
Busia,Menges,Cattle,Clinical,Mixed,2024-05-30,2024-05-30,1,0,3
Busia,Newcastle Disease (NCD),Chicken,Clinical,Intensive,2024-01-13,2024-01-06,15,0,54
Busia,Newcastle Disease (NCD),Chicken,Clinical,Intensive,2024-03-28,2024-03-28,40,0,40
Busia,Non,Chicken,Clinical,Mixed,2024-02-18,2024-02-18,12,0,15
Busia,Paraphimosis,Cattle,Clinical,Extensive,2024-08-12,2024-08-12,1,0,1
Busia,Parvovirus,Dogs,Clinical,Intensive,2024-02-03,2024-02-03,2,0,1
Busia,Parvovirus,Dogs,Clinical,Intensive,2024-05-08,2024-05-08,2,0,2
Busia,Peste des Petit Ruminants (PPR),Goats,Clinical,Mixed,2024-08-14,2024-08-14,1,0,1
Busia,Pink Eye,Cattle,Clinical,Extensive,2024-06-22,2024-06-22,1,0,3
Busia,Pink Eye,Cattle,Clinical,Intensive,2024-07-07,2024-07-07,1,0,9
Busia,Pink Eye,Cattle,Clinical,Mixed,2024-02-12,2024-02-12,1,0,1
Busia,Pink Eye Disease,Goats,Clinical,Extensive,2024-05-04,2024-05-04,1,0,6
Busia,Pneumonia,Cattle,Clinical,Extensive,2024-01-09,2024-01-05,1,0,1
Busia,Pneumonia,Cattle,Clinical,Intensive,2024-02-19,2024-02-19,3,0,6
Busia,Pneumonia,Cattle,Clinical,Intensive,2024-04-26,2024-04-26,2,0,8
Busia,Pneumonia,Cattle,Clinical,Intensive,2024-06-25,2024-06-25,1,0,3
Busia,Pneumonia,Cattle,Clinical,Mixed,2024-02-01,2024-02-01,1,0,4
Busia,Pneumonia,Cattle,Clinical,Mixed,2024-02-11,2024-02-11,1,0,1
Busia,Pneumonia,Goats,Clinical,Extensive,2024-01-17,2024-01-03,2,0,62
Busia,Pneumonia,Goats,Clinical,Extensive,2024-01-04,2024-01-04,2,0,28
Busia,Pneumonia,Goats,Clinical,Extensive,2024-01-04,2024-01-05,2,0,19
Busia,Pneumonia,Goats,Clinical,Extensive,2024-12-24,2024-12-24,1,0,4
Busia,Pneumonia,Goats,Clinical,Extensive,2024-05-30,2024-05-30,1,0,3
Busia,Pneumonia,Sheep,Clinical,Extensive,2024-01-14,2024-01-06,1,0,18
Busia,Pneumonia,Sheep,Clinical,Extensive,2024-01-17,2024-01-05,3,0,62
Busia,Pneumonia,Sheep,Clinical,Extensive,2024-03-11,2024-03-11,1,0,5
Busia,Poisoning,Cattle,Clinical,Extensive,2024-06-18,2024-06-18,1,0,5
Busia,Poisoning,Cattle,Clinical,Intensive,2024-02-18,2024-02-18,1,0,0
Busia,Pustular Dermatitis,Cattle,Clinical,Intensive,2024-02-15,2024-02-15,2,0,4
Busia,Rabies,Cattle,Clinical,Extensive,2024-11-16,2024-11-16,1,0,9
Busia,Rabies,Cattle,Clinical,Extensive,2024-04-03,2024-04-03,1,0,6
Busia,Rabies,Cattle,Clinical,Mixed,2024-01-06,2024-01-05,1,0,2
Busia,Rabies,Dogs,Clinical,Intensive,2024-04-28,2024-04-28,1,1,1
Busia,Rabies,Dogs,Clinical,Intensive,2024-05-20,2024-05-20,1,0,0
Busia,Rabies,Goats,Clinical,Extensive,2024-01-05,2024-01-05,1,0,7
Busia,Red Urine,Cattle,Clinical,Intensive,2024-01-06,2024-01-03,1,0,5
Busia,Rift Valley Fever (RVF),Sheep,Clinical,Extensive,2024-01-14,2024-01-03,2,0,25
Busia,Shipping Fever,Pigs,Clinical,Intensive,2024-04-07,2024-04-07,1,0,10
Busia,Stomach Enteritis,Cattle,Clinical,Extensive,2024-09-10,2024-09-10,1,0,3
Busia,Suspected Snake Bite,Dogs,Clinical,Mixed,2024-03-03,2024-03-03,1,0,5
Busia,Swine Erysipelas,Pigs,Clinical,Intensive,2024-06-09,2024-06-09,64,0,64
Busia,Swine Erysipelas,Pigs,Clinical,Mixed,2024-04-08,2024-04-08,2,0,2
Busia,Swine Erysipelas,Pigs,Clinical,Mixed,2024-08-04,2024-08-04,3,0,2
Busia,Trauma,Cattle,Clinical,Intensive,2024-01-24,2024-01-04,1,0,0
Busia,Traumatic Deep Cut,Cattle,Clinical,Intensive,2024-06-22,2024-06-22,1,0,3
Busia,Traumatic Injury,Dogs,Clinical,Intensive,2024-02-20,2024-02-20,1,0,1
Busia,Trypanosomiasis,Camel,Clinical,Extensive,2024-01-20,2024-01-06,3,0,12
Busia,Trypanosomiasis,Camel,Clinical,Extensive,2024-01-25,2024-01-04,2,0,3
Busia,Trypanosomiasis,Camel,Clinical,Extensive,2024-01-26,2024-01-03,1,0,13
Busia,Trypanosomiasis,Camel,Clinical,Extensive,2024-01-30,2024-01-07,2,0,2
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-10,2024-02-10,2,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-11,2024-02-11,1,0,3
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-13,2024-02-13,2,0,8
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-14,2024-02-14,1,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-20,2024-02-20,3,0,24
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-21,2024-02-21,1,0,14
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-22,2024-02-22,1,0,4
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-07,2024-02-07,1,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-02-09,2024-02-09,1,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-03-18,2024-03-18,0,0,0
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-03-31,2024-03-31,2,0,8
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-04-12,2024-04-12,3,0,1
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-04-24,2024-04-24,3,0,9
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-04-03,2024-04-03,1,0,3
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-04-08,2024-04-08,2,0,3
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-06-11,2024-06-11,2,0,8
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-07-23,2024-07-23,2,0,7
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-07-07,2024-07-07,4,0,4
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-08-04,2024-08-04,2,0,10
Busia,Trypanosomiasis,Cattle,Clinical,Extensive,2024-09-03,2024-09-03,1,0,8
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-11-30,2024-11-30,2,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-02-01,2024-02-01,1,0,9
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-02-17,2024-02-17,3,0,7
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-02-07,2024-02-07,2,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-02-08,2024-02-08,1,0,1
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-02-09,2024-02-09,1,0,1
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-03-11,2024-03-11,4,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-04-16,2024-04-16,9,0,9
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-04-29,2024-04-29,10,0,16
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-05-25,2024-05-25,2,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-05-30,2024-05-30,1,0,9
Busia,Trypanosomiasis,Cattle,Clinical,Intensive,2024-07-08,2024-07-08,2,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-10-26,2024-10-26,1,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-12-31,2024-12-31,1,0,4
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-12-06,2024-12-06,1,0,2
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-02-18,2024-02-18,1,0,1
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-02-19,2024-02-19,2,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-02-25,2024-02-25,1,0,2
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-02-06,2024-02-06,2,0,2
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-02-09,2024-02-09,1,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-04-16,2024-04-16,2,0,5
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-04-17,2024-04-17,3,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-04-24,2024-04-24,5,0,14
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-07-22,2024-07-22,1,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-07-23,2024-07-23,11,0,11
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-07-24,2024-07-24,1,0,6
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-08-21,2024-08-21,2,0,3
Busia,Trypanosomiasis,Cattle,Clinical,Mixed,2024-09-23,2024-09-23,8,0,8
Busia,Trypanosomiasis,Cattle,Laboratory,Mixed,2024-04-24,2024-04-24,1,0,3
Busia,Trypanosomiasis,Cattle,Laboratory,Mixed,2024-04-25,2024-04-25,1,0,9
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-02-16,2024-02-16,1,0,4
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-02-22,2024-02-22,1,0,3
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-06-10,2024-06-10,1,0,3
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-06-25,2024-06-25,2,0,3
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-06-26,2024-06-26,1,0,1
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-06-28,2024-06-28,1,0,2
Busia,Trypanosomiasis,Cattle,Post Mortem,,2024-07-30,2024-07-30,1,0,3
Busia,Trypanosomiasis,Goats,Clinical,Extensive,2024-01-25,2024-01-05,5,0,36
Busia,Warble,Dogs,Clinical,Intensive,2024-01-30,2024-01-07,1,0,1
Busia,ephemeral fever,Cattle,Clinical,Mixed,2024-01-16,2024-01-05,1,0,201
Elgeyo/Marakwet,Abortion,Cattle,Clinical,Extensive,2024-02-04,2024-02-04,1,0,0
Elgeyo/Marakwet,Absess,Goats,Clinical,Intensive,2024-01-17,2024-01-06,1,0,3
Elgeyo/Marakwet,Anaplasmosis,Cattle,Clinical,Extensive,2024-01-18,2024-01-09,1,0,30
Elgeyo/Marakwet,Anaplasmosis,Cattle,Clinical,Extensive,2024-01-19,2024-01-07,1,0,11
